issue_key,issuetype,created,reporter,sp_estimator,reporter_bugnum,reporter_recent_bugnum,reporter_stable_sp_rate,assignee_bugnum,assignee_recent_bugnum,assignee_stable_sp_rate
MESOS-8719,Bug,2018-03-22T09:04:25.000+0000,nfnt,nfnt,31,3,0.888888889,32,2,0.921052632
MESOS-8717,Task,2018-03-22T01:04:02.000+0000,chhsia0,chhsia0,56,28,0.754901961,63,28,0.736363636
MESOS-8702,Improvement,2018-03-21T02:29:27.000+0000,qianzhang,qianzhang,12,5,0.875,25,7,0.846153846
MESOS-8698,Task,2018-03-19T23:58:12.000+0000,chhsia0,chhsia0,55,27,0.754901961,62,27,0.736363636
MESOS-8697,Task,2018-03-19T23:36:38.000+0000,chhsia0,chhsia0,54,26,0.754901961,61,26,0.736363636
MESOS-8678,Task,2018-03-15T17:31:42.000+0000,chhsia0,chhsia0,53,25,0.754901961,60,25,0.736363636
MESOS-8657,Task,2018-03-09T19:17:14.000+0000,chhsia0,chhsia0,52,24,0.754901961,59,24,0.736363636
MESOS-8656,Improvement,2018-03-09T08:32:22.000+0000,qianzhang,qianzhang,11,4,0.875,24,7,0.846153846
MESOS-8653,Task,2018-03-09T02:26:02.000+0000,chhsia0,chhsia0,51,23,0.754901961,58,23,0.736363636
MESOS-8650,Task,2018-03-09T01:57:31.000+0000,chhsia0,chhsia0,50,22,0.754901961,57,22,0.736363636
MESOS-8647,Bug,2018-03-08T16:26:28.000+0000,bbannier,bbannier,33,5,0.966666667,40,10,0.984375
MESOS-8640,Improvement,2018-03-06T02:04:30.000+0000,qianzhang,qianzhang,10,3,0.875,23,6,0.846153846
MESOS-8620,Bug,2018-02-28T00:31:07.000+0000,chhsia0,chhsia0,49,21,0.754901961,56,21,0.736363636
MESOS-8613,Bug,2018-02-26T21:45:13.000+0000,chhsia0,chhsia0,48,20,0.754901961,16,4,0.869565217
MESOS-8605,Bug,2018-02-23T23:21:20.000+0000,greggomann,greggomann,71,8,0.941176471,12,3,0.9
MESOS-8604,Bug,2018-02-23T21:55:23.000+0000,mzhu,mzhu,0,0,0.884615385,5,2,0.869565217
MESOS-8601,Bug,2018-02-22T19:07:43.000+0000,chhsia0,chhsia0,47,20,0.754901961,55,21,0.736363636
MESOS-8598,Bug,2018-02-20T18:40:29.000+0000,chhsia0,chhsia0,46,19,0.754901961,54,20,0.736363636
MESOS-8576,Improvement,2018-02-13T08:15:36.000+0000,greggomann,greggomann,70,8,0.941176471,57,3,0.928571429
MESOS-8575,Improvement,2018-02-13T08:11:11.000+0000,greggomann,greggomann,69,7,0.941176471,56,2,0.928571429
MESOS-8574,Improvement,2018-02-13T08:01:01.000+0000,greggomann,greggomann,68,6,0.941176471,11,2,0.9
MESOS-8573,Improvement,2018-02-13T07:55:33.000+0000,greggomann,greggomann,67,5,0.941176471,56,1,0.952380952
MESOS-8569,Task,2018-02-12T22:06:58.000+0000,karya,karya,29,0,0.939393939,29,0,0.939393939
MESOS-8567,Task,2018-02-10T02:31:25.000+0000,chhsia0,chhsia0,45,19,0.754901961,53,20,0.736363636
MESOS-8565,Bug,2018-02-10T00:44:28.000+0000,qianzhang,qianzhang,9,2,0.875,22,6,0.846153846
MESOS-8551,Bug,2018-02-07T17:47:10.000+0000,ermumau,ermumau,0,0,1,0,0,1
MESOS-8548,Bug,2018-02-06T05:24:19.000+0000,chhsia0,chhsia0,44,19,0.754901961,52,20,0.736363636
MESOS-8546,Bug,2018-02-05T19:39:28.000+0000,tillt,tillt,15,3,0.863636364,15,3,0.869565217
MESOS-8545,Bug,2018-02-05T19:07:49.000+0000,abudnik,abudnik,4,1,0.85,10,1,0.9
MESOS-8539,Task,2018-02-02T22:39:52.000+0000,jieyu,jieyu,103,5,0.890909091,73,0,0.92
MESOS-8536,Bug,2018-02-02T14:05:44.000+0000,bbannier,bbannier,32,7,0.966666667,39,12,0.984375
MESOS-8530,Bug,2018-02-01T21:43:53.000+0000,gkleiman,gkleiman,21,14,0.948717949,23,7,0.941176471
MESOS-8528,Task,2018-02-01T18:43:04.000+0000,jieyu,jieyu,102,4,0.890909091,51,19,0.736363636
MESOS-8514,Bug,2018-01-31T01:33:05.000+0000,chhsia0,chhsia0,43,18,0.754901961,50,18,0.736363636
MESOS-8513,Bug,2018-01-31T00:51:10.000+0000,tillt,tillt,14,2,0.863636364,14,2,0.869565217
MESOS-8512,Bug,2018-01-30T23:29:03.000+0000,coffler,coffler,0,0,1,7,0,1
MESOS-8497,Bug,2018-01-26T19:27:39.000+0000,js84,js84,23,0,0.916666667,21,5,0.846153846
MESOS-8492,Bug,2018-01-25T22:09:42.000+0000,chhsia0,chhsia0,42,19,0.754901961,49,19,0.736363636
MESOS-8489,Bug,2018-01-25T12:19:09.000+0000,abudnik,abudnik,3,0,0.85,9,0,0.9
MESOS-8488,Improvement,2018-01-25T01:16:44.000+0000,greggomann,greggomann,66,4,0.941176471,20,4,0.846153846
MESOS-8487,Task,2018-01-25T00:35:00.000+0000,bmahler,bmahler,51,1,0.925925926,4,1,0.869565217
MESOS-8484,Bug,2018-01-24T18:07:38.000+0000,tillt,tillt,13,1,0.863636364,38,11,0.984375
MESOS-8483,Bug,2018-01-24T14:25:03.000+0000,tillt,tillt,12,0,0.863636364,13,1,0.869565217
MESOS-8480,Bug,2018-01-23T21:33:57.000+0000,chhsia0,chhsia0,41,18,0.754901961,48,18,0.736363636
MESOS-8474,Bug,2018-01-22T20:47:47.000+0000,bbannier,bbannier,31,6,0.966666667,47,17,0.736363636
MESOS-8473,Task,2018-01-22T13:50:56.000+0000,nfnt,nfnt,30,10,0.888888889,37,10,0.984375
MESOS-8470,Bug,2018-01-20T02:12:34.000+0000,chhsia0,chhsia0,40,17,0.754901961,36,9,0.984375
MESOS-8469,Bug,2018-01-20T01:31:41.000+0000,vinodkone,vinodkone,103,2,0.901785714,55,9,0.928571429
MESOS-8468,Bug,2018-01-19T21:59:21.000+0000,chhsia0,chhsia0,39,16,0.754901961,22,7,0.941176471
MESOS-8467,Bug,2018-01-19T18:04:33.000+0000,chhsia0,chhsia0,38,15,0.754901961,46,16,0.736363636
MESOS-8463,Bug,2018-01-19T09:07:39.000+0000,bbannier,bbannier,30,5,0.966666667,12,0,0.869565217
MESOS-8460,Improvement,2018-01-18T20:33:13.000+0000,vinodkone,vinodkone,102,1,0.901785714,8,0,0.888888889
MESOS-8454,Improvement,2018-01-17T17:26:02.000+0000,vinodkone,vinodkone,101,1,0.901785714,12,2,1
MESOS-8446,Bug,2018-01-15T13:45:39.000+0000,qianzhang,qianzhang,8,1,0.875,19,4,0.846153846
MESOS-8445,Task,2018-01-15T09:43:34.000+0000,nfnt,nfnt,29,9,0.888888889,31,7,0.921052632
MESOS-8444,Bug,2018-01-14T09:47:08.000+0000,qianzhang,qianzhang,7,0,0.875,18,3,0.846153846
MESOS-8429,Bug,2018-01-10T20:02:51.000+0000,chhsia0,chhsia0,37,21,0.754901961,45,22,0.736363636
MESOS-8427,Improvement,2018-01-10T19:02:14.000+0000,chhsia0,chhsia0,36,20,0.754901961,44,21,0.736363636
MESOS-8426,Improvement,2018-01-10T18:58:46.000+0000,chhsia0,chhsia0,35,19,0.754901961,43,20,0.736363636
MESOS-8424,Task,2018-01-10T10:37:04.000+0000,nfnt,nfnt,28,9,0.888888889,30,8,0.921052632
MESOS-8422,Bug,2018-01-10T00:59:37.000+0000,gkleiman,gkleiman,20,15,0.948717949,35,9,0.984375
MESOS-8420,Task,2018-01-09T23:44:57.000+0000,gkleiman,gkleiman,19,14,0.948717949,21,6,0.941176471
MESOS-8419,Bug,2018-01-09T09:32:46.000+0000,greggomann,greggomann,65,6,0.941176471,0,0,0
MESOS-8416,Bug,2018-01-08T23:35:40.000+0000,gilbert,gilbert,47,1,0.951612903,55,0,0.952380952
MESOS-8415,Task,2018-01-08T20:41:12.000+0000,chhsia0,chhsia0,34,18,0.754901961,42,20,0.736363636
MESOS-8411,Bug,2018-01-08T01:13:12.000+0000,bmahler,bmahler,50,0,0.925925926,3,1,0.869565217
MESOS-8409,Task,2018-01-06T00:42:41.000+0000,chhsia0,chhsia0,33,17,0.754901961,41,19,0.736363636
MESOS-8408,Task,2018-01-05T23:12:35.000+0000,chhsia0,chhsia0,32,16,0.754901961,40,18,0.736363636
MESOS-8407,Task,2018-01-05T22:02:29.000+0000,chhsia0,chhsia0,31,15,0.754901961,39,17,0.736363636
MESOS-8403,Improvement,2018-01-05T15:03:13.000+0000,bbannier,bbannier,29,4,0.966666667,34,8,0.984375
MESOS-8402,Improvement,2018-01-05T14:50:14.000+0000,bbannier,bbannier,28,3,0.966666667,33,7,0.984375
MESOS-8395,Task,2018-01-04T17:38:15.000+0000,chhsia0,chhsia0,30,14,0.754901961,38,16,0.736363636
MESOS-8394,Task,2018-01-04T16:37:21.000+0000,chhsia0,chhsia0,29,13,0.754901961,37,15,0.736363636
MESOS-8393,Bug,2018-01-04T16:33:47.000+0000,chhsia0,chhsia0,28,12,0.754901961,36,14,0.736363636
MESOS-8388,Task,2018-01-03T22:37:07.000+0000,jieyu,jieyu,101,6,0.890909091,32,7,0.984375
MESOS-8383,Task,2018-01-03T22:26:31.000+0000,jieyu,jieyu,100,5,0.890909091,35,13,0.736363636
MESOS-8380,Improvement,2018-01-03T22:09:27.000+0000,jieyu,jieyu,99,4,0.890909091,31,6,0.984375
MESOS-8375,Task,2018-01-03T18:19:36.000+0000,mcypark,mcypark,31,0,0.96875,24,0,1
MESOS-8373,Task,2018-01-03T16:59:16.000+0000,greggomann,greggomann,64,5,0.941176471,54,8,0.928571429
MESOS-8363,Task,2017-12-28T00:44:40.000+0000,gkleiman,gkleiman,18,14,0.948717949,20,6,0.941176471
MESOS-8349,Bug,2017-12-20T13:36:31.000+0000,nfnt,nfnt,27,8,0.888888889,30,5,0.984375
MESOS-8328,Improvement,2017-12-13T15:35:35.000+0000,armandgrillet,armandgrillet,6,4,1,11,5,1
MESOS-8327,Task,2017-12-13T06:37:44.000+0000,jasonlai,jasonlai,0,0,0.5,17,4,0.846153846
MESOS-8325,Bug,2017-12-12T23:50:17.000+0000,greggomann,greggomann,63,4,0.941176471,6,2,1
MESOS-8316,Bug,2017-12-08T16:42:33.000+0000,alexr,alexr,84,10,0.936170213,61,9,0.923076923
MESOS-8314,Task,2017-12-08T09:58:35.000+0000,nfnt,nfnt,26,7,0.888888889,29,4,0.984375
MESOS-8312,Bug,2017-12-07T20:11:43.000+0000,bbannier,bbannier,27,3,0.966666667,0,0,0
MESOS-8309,Task,2017-12-07T08:16:56.000+0000,nfnt,nfnt,25,6,0.888888889,29,7,0.921052632
MESOS-8297,Bug,2017-12-04T17:59:01.000+0000,alexr,alexr,83,9,0.936170213,60,9,0.923076923
MESOS-8279,Bug,2017-11-29T23:23:21.000+0000,jieyu,jieyu,98,4,0.890909091,16,3,0.846153846
MESOS-8270,Task,2017-11-28T07:57:04.000+0000,nfnt,nfnt,24,5,0.888888889,28,6,0.921052632
MESOS-8269,Task,2017-11-28T07:55:14.000+0000,nfnt,nfnt,23,4,0.888888889,27,5,0.921052632
MESOS-8265,Task,2017-11-27T00:31:54.000+0000,chhsia0,chhsia0,27,16,0.754901961,34,16,0.736363636
MESOS-8263,Bug,2017-11-23T15:15:47.000+0000,nfnt,nfnt,22,3,0.888888889,26,4,0.921052632
MESOS-8251,Task,2017-11-21T01:29:08.000+0000,kaysoky,kaysoky,64,0,0.955882353,65,0,0.945945946
MESOS-8244,Task,2017-11-17T07:07:58.000+0000,chhsia0,chhsia0,26,15,0.754901961,33,15,0.736363636
MESOS-8241,Task,2017-11-16T01:22:30.000+0000,greggomann,greggomann,62,4,0.941176471,5,2,0.857142857
MESOS-8222,Task,2017-11-14T18:50:15.000+0000,bbannier,bbannier,26,2,0.966666667,28,3,0.984375
MESOS-8218,Task,2017-11-14T09:17:55.000+0000,nfnt,nfnt,21,2,0.888888889,25,3,0.921052632
MESOS-8211,Task,2017-11-13T10:48:33.000+0000,nfnt,nfnt,20,1,0.888888889,24,2,0.921052632
MESOS-8207,Task,2017-11-10T15:37:32.000+0000,bbannier,bbannier,25,1,0.966666667,27,2,0.984375
MESOS-8206,Improvement,2017-11-10T14:55:11.000+0000,armandgrillet,armandgrillet,5,4,1,10,5,1
MESOS-8199,Task,2017-11-09T22:01:24.000+0000,gkleiman,gkleiman,17,14,0.948717949,53,8,0.928571429
MESOS-8198,Task,2017-11-09T21:34:15.000+0000,gkleiman,gkleiman,16,13,0.948717949,0,0,0
MESOS-8197,Task,2017-11-09T21:26:53.000+0000,gkleiman,gkleiman,15,12,0.948717949,19,6,0.941176471
MESOS-8195,Task,2017-11-09T01:44:39.000+0000,gkleiman,gkleiman,14,11,0.948717949,52,7,0.928571429
MESOS-8193,Task,2017-11-09T01:33:23.000+0000,gkleiman,gkleiman,13,10,0.948717949,51,6,0.928571429
MESOS-8192,Task,2017-11-09T01:30:41.000+0000,gkleiman,gkleiman,12,9,0.948717949,18,5,0.941176471
MESOS-8191,Task,2017-11-09T01:28:47.000+0000,gkleiman,gkleiman,11,8,0.948717949,17,4,0.941176471
MESOS-8190,Task,2017-11-09T01:25:01.000+0000,gkleiman,gkleiman,10,7,0.948717949,50,5,0.928571429
MESOS-8189,Task,2017-11-09T01:21:12.000+0000,gkleiman,gkleiman,9,6,0.948717949,16,3,0.941176471
MESOS-8186,Task,2017-11-09T01:10:17.000+0000,gkleiman,gkleiman,8,5,0.948717949,49,4,0.928571429
MESOS-8184,Task,2017-11-09T01:09:04.000+0000,gkleiman,gkleiman,7,4,0.948717949,0,0,0
MESOS-8183,Task,2017-11-08T19:54:58.000+0000,chhsia0,chhsia0,25,17,0.754901961,32,17,0.736363636
MESOS-8179,Bug,2017-11-07T18:05:35.000+0000,alexr,alexr,82,8,0.936170213,59,9,0.923076923
MESOS-8143,Task,2017-10-28T00:16:11.000+0000,chhsia0,chhsia0,24,18,0.754901961,31,18,0.736363636
MESOS-8141,Task,2017-10-27T22:14:50.000+0000,chhsia0,chhsia0,23,17,0.754901961,30,17,0.736363636
MESOS-8135,Bug,2017-10-25T23:41:15.000+0000,gkleiman,gkleiman,6,4,0.948717949,15,4,0.941176471
MESOS-8132,Task,2017-10-25T17:45:24.000+0000,greggomann,greggomann,61,5,0.941176471,48,3,0.928571429
MESOS-8131,Task,2017-10-25T17:37:46.000+0000,greggomann,greggomann,60,4,0.941176471,47,2,0.928571429
MESOS-8130,Task,2017-10-25T17:35:32.000+0000,greggomann,greggomann,59,3,0.941176471,46,1,0.928571429
MESOS-8128,Bug,2017-10-24T21:44:49.000+0000,jamespeach,jamespeach,3,0,1,1,0,1
MESOS-8125,Bug,2017-10-23T23:44:27.000+0000,gkleiman,gkleiman,5,3,0.948717949,15,2,0.846153846
MESOS-8121,Bug,2017-10-20T21:20:53.000+0000,gilbert,gilbert,46,1,0.951612903,2,0,0.869565217
MESOS-8119,Bug,2017-10-20T18:34:07.000+0000,alexr,alexr,81,7,0.936170213,58,8,0.923076923
MESOS-8115,Bug,2017-10-20T10:18:24.000+0000,vinodkone,vinodkone,100,0,0.901785714,7,1,0.888888889
MESOS-8108,Task,2017-10-18T01:03:14.000+0000,chhsia0,chhsia0,22,16,0.754901961,29,16,0.736363636
MESOS-8107,Task,2017-10-17T20:40:22.000+0000,chhsia0,chhsia0,21,15,0.754901961,28,15,0.736363636
MESOS-8102,Task,2017-10-17T00:58:06.000+0000,chhsia0,chhsia0,20,17,0.754901961,27,17,0.736363636
MESOS-8101,Task,2017-10-17T00:49:58.000+0000,chhsia0,chhsia0,19,16,0.754901961,26,16,0.736363636
MESOS-8100,Task,2017-10-16T22:46:18.000+0000,chhsia0,chhsia0,18,15,0.754901961,25,15,0.736363636
MESOS-8099,Task,2017-10-16T18:43:04.000+0000,chhsia0,chhsia0,17,14,0.754901961,24,14,0.736363636
MESOS-8097,Task,2017-10-16T18:23:43.000+0000,chhsia0,chhsia0,16,13,0.754901961,23,13,0.736363636
MESOS-8095,Bug,2017-10-14T21:57:32.000+0000,alexr,alexr,80,6,0.936170213,26,2,0.984375
MESOS-8093,Bug,2017-10-14T06:02:20.000+0000,alexr,alexr,79,5,0.936170213,9,6,1
MESOS-8089,Task,2017-10-13T11:59:40.000+0000,nfnt,nfnt,19,0,0.888888889,23,1,0.921052632
MESOS-8087,Task,2017-10-13T01:11:31.000+0000,jieyu,jieyu,97,3,0.890909091,22,0,0.921052632
MESOS-8084,Bug,2017-10-12T21:09:46.000+0000,alexr,alexr,78,4,0.936170213,1,0,1
MESOS-8082,Bug,2017-10-12T20:23:19.000+0000,alexr,alexr,77,3,0.936170213,57,7,0.923076923
MESOS-8079,Task,2017-10-12T15:54:46.000+0000,zhitao,zhitao,5,2,0.833333333,5,1,1
MESOS-8078,Story,2017-10-12T15:45:51.000+0000,drozhkov,drozhkov,0,0,1,6,0,0.888888889
MESOS-8075,Task,2017-10-11T20:47:29.000+0000,zhitao,zhitao,4,1,0.833333333,4,0,1
MESOS-8074,Improvement,2017-10-11T13:44:34.000+0000,armandgrillet,armandgrillet,4,4,1,8,5,1
MESOS-8072,Improvement,2017-10-11T09:37:52.000+0000,armandgrillet,armandgrillet,3,3,1,7,4,1
MESOS-8071,Task,2017-10-11T03:23:39.000+0000,jieyu,jieyu,96,2,0.890909091,72,3,0.92
MESOS-8070,Bug,2017-10-11T00:51:27.000+0000,zhitao,zhitao,3,0,0.833333333,22,12,0.736363636
MESOS-8066,Bug,2017-10-10T13:43:58.000+0000,armandgrillet,armandgrillet,2,2,1,6,3,1
MESOS-8060,Task,2017-10-06T21:40:59.000+0000,jieyu,jieyu,95,1,0.890909091,71,2,0.92
MESOS-8058,Bug,2017-10-06T15:45:42.000+0000,bbannier,bbannier,24,2,0.966666667,25,1,0.984375
MESOS-8055,Documentation,2017-10-05T19:27:08.000+0000,gkleiman,gkleiman,4,3,0.948717949,14,4,0.941176471
MESOS-8052,Bug,2017-10-04T18:16:55.000+0000,chhsia0,chhsia0,15,13,0.754901961,21,12,0.736363636
MESOS-8051,Bug,2017-10-04T16:01:04.000+0000,zen-dog,zen-dog,0,0,1,14,2,0.846153846
MESOS-8050,Task,2017-10-02T22:39:33.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,28,4,1,13,1,0.846153846
MESOS-8048,Bug,2017-10-02T13:56:46.000+0000,tillt,tillt,11,3,0.863636364,56,6,0.923076923
MESOS-8046,Bug,2017-10-02T13:17:38.000+0000,tillt,tillt,10,2,0.863636364,55,5,0.923076923
MESOS-8032,Task,2017-09-27T22:45:08.000+0000,chhsia0,chhsia0,14,12,0.754901961,20,12,0.736363636
MESOS-8015,Improvement,2017-09-25T21:35:47.000+0000,tillt,tillt,9,1,0.863636364,11,0,0.869565217
MESOS-8003,Bug,2017-09-21T17:04:05.000+0000,alexr,alexr,76,3,0.936170213,54,5,0.923076923
MESOS-8001,Bug,2017-09-21T15:18:35.000+0000,alexr,alexr,75,2,0.936170213,53,4,0.923076923
MESOS-7998,Bug,2017-09-21T14:45:11.000+0000,alexr,alexr,74,1,0.936170213,52,3,0.923076923
MESOS-7985,Task,2017-09-15T18:33:55.000+0000,karya,karya,28,4,0.939393939,28,4,0.939393939
MESOS-7982,Task,2017-09-15T18:31:36.000+0000,karya,karya,27,3,0.939393939,27,3,0.939393939
MESOS-7980,Bug,2017-09-15T17:40:18.000+0000,karya,karya,26,2,0.939393939,26,2,0.939393939
MESOS-7978,Bug,2017-09-14T15:23:17.000+0000,armandgrillet,armandgrillet,1,1,1,5,2,1
MESOS-7970,Improvement,2017-09-12T18:10:12.000+0000,chhsia0,chhsia0,13,11,0.754901961,19,11,0.736363636
MESOS-7969,Bug,2017-09-12T18:05:30.000+0000,karya,karya,25,1,0.939393939,25,1,0.939393939
MESOS-7968,Bug,2017-09-12T18:01:02.000+0000,karya,karya,24,0,0.939393939,24,0,0.939393939
MESOS-7964,Bug,2017-09-11T19:47:35.000+0000,chhsia0,chhsia0,12,10,0.754901961,18,10,0.736363636
MESOS-7951,Improvement,2017-09-08T23:26:02.000+0000,greggomann,greggomann,58,2,0.941176471,45,0,0.928571429
MESOS-7947,Improvement,2017-09-07T19:30:02.000+0000,chhsia0,chhsia0,11,9,0.754901961,1,0,1
MESOS-7945,Bug,2017-09-07T18:56:03.000+0000,andschwa,andschwa,2,2,1,51,2,0.923076923
MESOS-7944,Bug,2017-09-07T13:10:05.000+0000,bennoe,bennoe,2,2,0.888888889,4,3,0.857142857
MESOS-7941,Bug,2017-09-06T14:52:34.000+0000,bennoe,bennoe,1,1,0.888888889,3,2,0.857142857
MESOS-7936,Task,2017-09-04T15:33:01.000+0000,jieyu,jieyu,94,0,0.890909091,70,1,0.92
MESOS-7922,Bug,2017-08-28T18:30:43.000+0000,mcypark,mcypark,30,0,0.96875,23,1,1
MESOS-7916,Improvement,2017-08-24T23:05:16.000+0000,gkleiman,gkleiman,3,3,0.948717949,13,4,0.941176471
MESOS-7892,Task,2017-08-15T11:47:21.000+0000,abudnik,abudnik,2,2,0.85,8,2,0.9
MESOS-7889,Improvement,2017-08-14T17:48:07.000+0000,chhsia0,chhsia0,10,8,0.754901961,17,11,0.736363636
MESOS-7883,Bug,2017-08-11T17:16:51.000+0000,vroy,vroy,0,0,1,30,0,0.945945946
MESOS-7881,Improvement,2017-08-11T00:15:48.000+0000,chhsia0,chhsia0,9,7,0.754901961,16,10,0.736363636
MESOS-7880,Improvement,2017-08-10T23:40:00.000+0000,chhsia0,chhsia0,8,6,0.754901961,15,9,0.736363636
MESOS-7877,Bug,2017-08-10T10:15:48.000+0000,bbannier,bbannier,23,5,0.966666667,12,3,0.941176471
MESOS-7876,Improvement,2017-08-10T08:45:39.000+0000,bennoe,bennoe,0,0,0.888888889,2,1,0.857142857
MESOS-7872,Bug,2017-08-09T21:03:19.000+0000,tillt,tillt,8,1,0.863636364,50,3,0.923076923
MESOS-7871,Bug,2017-08-09T05:26:51.000+0000,greggomann,greggomann,57,1,0.941176471,3,0,1
MESOS-7870,Improvement,2017-08-08T23:54:25.000+0000,chhsia0,chhsia0,7,5,0.754901961,14,8,0.736363636
MESOS-7869,Bug,2017-08-08T20:37:38.000+0000,chhsia0,chhsia0,6,4,0.754901961,13,7,0.736363636
MESOS-7858,Bug,2017-08-04T02:39:13.000+0000,kaysoky,kaysoky,63,1,0.955882353,69,2,0.92
MESOS-7851,Bug,2017-08-02T17:12:43.000+0000,greggomann,greggomann,56,0,0.941176471,22,0,1
MESOS-7849,Bug,2017-08-02T16:28:08.000+0000,gkleiman,gkleiman,2,2,0.948717949,11,2,0.941176471
MESOS-7837,Improvement,2017-07-27T14:08:56.000+0000,bbannier,bbannier,22,4,0.966666667,24,5,0.984375
MESOS-7830,Bug,2017-07-25T19:15:22.000+0000,gilbert,gilbert,45,1,0.951612903,54,0,0.952380952
MESOS-7828,Bug,2017-07-25T14:58:36.000+0000,qianzhang,qianzhang,6,1,0.875,12,3,0.846153846
MESOS-7823,Improvement,2017-07-23T23:49:46.000+0000,klueska,klueska,74,0,0.986666667,4,2,1
MESOS-7814,Improvement,2017-07-20T08:08:08.000+0000,armandgrillet,armandgrillet,0,0,1,3,1,1
MESOS-7810,Improvement,2017-07-19T19:19:20.000+0000,chhsia0,chhsia0,5,4,0.754901961,12,8,0.736363636
MESOS-7809,Improvement,2017-07-19T19:11:46.000+0000,chhsia0,chhsia0,4,3,0.754901961,11,7,0.736363636
MESOS-7808,Improvement,2017-07-19T18:56:34.000+0000,chhsia0,chhsia0,3,2,0.754901961,10,6,0.736363636
MESOS-7807,Task,2017-07-19T18:03:28.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,27,5,1,34,6,1
MESOS-7806,Task,2017-07-19T17:58:47.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,26,4,1,33,5,1
MESOS-7803,Bug,2017-07-17T23:24:01.000+0000,andschwa,andschwa,1,1,1,6,1,1
MESOS-7796,Bug,2017-07-14T21:21:24.000+0000,gkleiman,gkleiman,1,1,0.948717949,10,1,0.941176471
MESOS-7777,Bug,2017-07-11T02:17:19.000+0000,chhsia0,chhsia0,2,1,0.754901961,9,5,0.736363636
MESOS-7775,Bug,2017-07-10T14:39:40.000+0000,abudnik,abudnik,1,1,0.85,7,2,0.9
MESOS-7769,Bug,2017-07-07T21:16:08.000+0000,xujyan,xujyan,14,0,0.933333333,32,4,1
MESOS-7767,Task,2017-07-07T16:02:23.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,25,3,1,31,3,1
MESOS-7765,Bug,2017-07-06T21:46:47.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,24,2,1,30,2,1
MESOS-7762,Bug,2017-07-05T23:11:44.000+0000,andschwa,andschwa,0,0,1,29,1,1
MESOS-7761,Bug,2017-07-05T11:31:28.000+0000,bbannier,bbannier,21,4,0.966666667,23,5,0.984375
MESOS-7758,Bug,2017-07-05T06:22:38.000+0000,jamespeach,jamespeach,2,0,1,8,5,0.736363636
MESOS-7757,Task,2017-07-04T14:56:56.000+0000,bbannier,bbannier,20,3,0.966666667,22,4,0.984375
MESOS-7755,Task,2017-07-04T14:37:04.000+0000,bbannier,bbannier,19,2,0.966666667,21,3,0.984375
MESOS-7742,Bug,2017-06-29T17:50:10.000+0000,vinodkone,vinodkone,99,5,0.901785714,1,1,0.6
MESOS-7728,Bug,2017-06-27T18:16:49.000+0000,alexr,alexr,73,6,0.936170213,49,3,0.923076923
MESOS-7725,Bug,2017-06-27T17:53:12.000+0000,vinodkone,vinodkone,98,4,0.901785714,39,3,0.975
MESOS-7713,Task,2017-06-22T20:24:16.000+0000,dzhuk,dzhuk,0,0,1,0,0,1
MESOS-7709,Task,2017-06-22T15:56:34.000+0000,avinash@mesosphere.io,avinash@mesosphere.io,23,1,1,11,2,0.846153846
MESOS-7699,Bug,2017-06-20T18:54:08.000+0000,acecile,acecile,0,0,0,1,0,0.857142857
MESOS-7695,Improvement,2017-06-20T02:26:36.000+0000,vinodkone,vinodkone,97,3,0.901785714,1,1,1
MESOS-7691,Improvement,2017-06-17T16:54:51.000+0000,gilbert,gilbert,44,0,0.951612903,10,1,0.846153846
MESOS-7662,Bug,2017-06-14T00:18:51.000+0000,gkleiman,gkleiman,0,0,0.948717949,9,4,0.941176471
MESOS-7656,Improvement,2017-06-13T07:49:26.000+0000,qianzhang,qianzhang,5,0,0.875,9,0,0.846153846
MESOS-7640,Bug,2017-06-07T23:08:48.000+0000,tillt,tillt,7,3,0.863636364,10,3,0.869565217
MESOS-7630,Improvement,2017-06-06T17:10:34.000+0000,quinn.leng.666@gmail.com,quinn.leng.666@gmail.com,0,0,1,0,0,1
MESOS-7627,Bug,2017-06-06T11:51:36.000+0000,brat002,brat002,0,0,1,6,1,0.9
MESOS-7625,Task,2017-06-05T23:09:21.000+0000,vinodkone,vinodkone,96,2,0.901785714,75,2,0.881578947
MESOS-7624,Task,2017-06-05T23:05:27.000+0000,vinodkone,vinodkone,95,1,0.901785714,74,1,0.881578947
MESOS-7604,Bug,2017-06-02T00:27:12.000+0000,kaysoky,kaysoky,62,2,0.955882353,5,0,1
MESOS-7586,Bug,2017-05-30T12:48:36.000+0000,abudnik,abudnik,0,0,0.85,2,1,1
MESOS-7581,Bug,2017-05-29T08:34:17.000+0000,bbannier,bbannier,18,2,0.966666667,2,0,1
MESOS-7571,Task,2017-05-26T01:11:56.000+0000,jieyu,jieyu,93,9,0.890909091,68,3,0.92
MESOS-7570,Task,2017-05-26T01:04:21.000+0000,jieyu,jieyu,92,8,0.890909091,67,2,0.92
MESOS-7564,Bug,2017-05-25T00:24:49.000+0000,anandmazumdar,anandmazumdar,48,3,0.857142857,64,3,0.945945946
MESOS-7561,Task,2017-05-24T21:28:14.000+0000,jieyu,jieyu,91,7,0.890909091,7,5,0.736363636
